x,y
-87.57903614457831,45.07037974683544
-87.58999999999999,45.08882278481013
-87.59590361445782,45.100126582278484
-87.61024096385542,45.114405063291144
-87.59843373493975,45.135227848101266
-87.58493975903613,45.157835443037975
-87.53939759036143,45.19472151898734
-87.48963855421685,45.23696202531646
-87.44999999999999,45.27860759493671
-87.42216867469878,45.320253164556966
-87.40530120481927,45.34226582278481
-87.62710843373493,45.03884810126583
-87.62710843373493,44.99184810126582


